Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure (In Months),Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition,Distance from Home Missing,Company Tenure (In Months) Missing,Early Start Flag,Tenure Definition Review,Income IQR Flag,Left
72313,42,Male,32,Healthcare,7167,Fair,High,High,1,Yes,17.0,Associate Degree,Married,4,Entry,Medium,60.0,No,No,No,Excellent,Medium,Left,False,False,True,True,False,1
7583,54,Female,25,Healthcare,10581,Good,High,Low,0,Yes,7.0,High School,Married,1,Senior,Small,94.0,No,No,No,Poor,Medium,Stayed,False,False,False,True,False,0
14822,44,Female,10,Education,5239,Good,Medium,Below Average,1,Yes,10.0,Bachelor's Degree,Married,1,Mid,Medium,22.0,No,No,No,Good,Medium,Stayed,False,False,False,True,False,0
19192,36,Male,12,Education,4680,Fair,Very High,High,0,Yes,95.0,High School,Single,0,Mid,Medium,87.0,Yes,No,No,Good,Medium,Left,False,False,False,True,False,1
62162,43,Female,25,Media,5295,Excellent,High,Average,0,Yes,1.0,High School,Married,1,Entry,Small,95.0,No,No,No,Good,Medium,Left,False,False,False,True,False,1
71224,48,Female,5,Technology,8585,Excellent,Medium,Average,0,No,85.0,Bachelor's Degree,Married,1,Mid,Medium,81.0,No,No,No,Fair,Low,Stayed,False,False,False,True,False,0
8080,44,Female,5,Healthcare,8808,Good,High,High,0,No,67.0,High School,Married,1,Mid,Medium,16.0,No,No,No,Good,Low,Stayed,False,False,False,True,False,0
66423,47,Male,31,Media,5969,Excellent,High,Below Average,2,No,99.0,High School,Single,3,Mid,Large,41.0,No,No,No,Fair,High,Left,False,False,False,True,False,1
42636,37,Female,7,Healthcare,8657,Fair,Very High,High,0,No,11.0,Bachelor's Degree,Married,0,Mid,Medium,27.0,No,No,No,Good,Low,Left,False,False,False,True,False,1
35856,33,Male,25,Education,3196,Good,Medium,Average,2,No,30.0,Associate Degree,Divorced,0,Mid,Small,59.0,No,No,No,Good,Medium,Stayed,False,False,True,True,False,0
11736,42,Female,12,Education,5778,Fair,Very High,Average,0,Yes,96.0,Bachelor's Degree,Married,0,Senior,Medium,77.0,No,Yes,No,Fair,Low,Stayed,False,False,False,True,False,0
39209,39,Female,23,Healthcare,9563,Fair,High,Average,0,No,1.0,Bachelor's Degree,Married,0,Mid,Small,91.0,No,No,No,Good,Low,Left,False,False,False,True,False,1
27165,24,Male,3,Finance,7349,Excellent,High,Below Average,0,No,25.0,Bachelor's Degree,Single,2,Entry,Medium,30.0,No,No,No,Poor,High,Stayed,False,False,False,False,False,0
66181,35,Male,13,Technology,7619,Good,High,Average,2,Yes,54.0,Bachelor's Degree,Married,0,Mid,Small,82.0,No,No,No,Fair,Low,Stayed,False,False,False,True,False,0
13513,31,Male,7,Technology,7321,Good,High,High,2,No,58.0,Master's Degree,Divorced,4,Mid,Large,29.0,No,No,No,Excellent,Low,Stayed,False,False,False,True,False,0
21389,43,Male,26,Healthcare,8549,Excellent,Medium,Average,1,Yes,78.0,Master's Degree,Divorced,3,Entry,Small,52.0,No,No,No,Poor,Low,Left,False,False,False,True,False,1
37973,42,Male,7,Technology,11573,Excellent,High,Average,0,No,54.0,Master's Degree,Single,0,Entry,Medium,70.0,No,No,No,Fair,Medium,Left,False,False,False,True,False,1
55800,45,Male,35,Media,5702,Good,High,High,0,No,17.0,Associate Degree,Divorced,4,Senior,Small,89.0,No,No,Yes,Good,Low,Stayed,False,False,True,True,False,0
44868,30,Male,12,Technology,8332,Poor,Low,Average,0,No,82.0,Associate Degree,Married,4,Mid,Large,65.0,Yes,No,Yes,Excellent,Low,Stayed,False,False,False,True,False,0
44134,36,Male,28,Education,5349,Excellent,High,High,0,No,71.0,Bachelor's Degree,Married,3,Mid,Small,72.0,No,No,No,Excellent,High,Stayed,False,False,True,True,False,0
15534,32,Male,11,Education,4397,Good,High,High,0,No,52.0,Bachelor's Degree,Divorced,3,Mid,Large,89.0,No,No,Yes,Fair,Low,Stayed,False,False,False,True,False,0
29219,22,Female,8,Healthcare,8917,Poor,Very High,Average,0,Yes,16.0,Associate Degree,Married,3,Mid,Small,44.0,No,No,No,Poor,Medium,Left,False,False,False,True,False,1
19750,58,Male,13,Healthcare,7145,Fair,Medium,Average,0,No,89.0,Associate Degree,Single,3,Entry,Medium,67.0,No,No,No,Fair,Low,Left,False,False,False,True,False,1
42398,55,Female,36,Education,4223,Fair,High,Average,2,No,85.0,Bachelor's Degree,Single,0,Entry,Small,59.0,No,No,No,Good,High,Left,False,False,False,True,False,1
30312,29,Female,5,Media,5465,Excellent,Medium,Below Average,0,No,23.0,Associate Degree,Single,3,Entry,Medium,82.0,Yes,No,No,Fair,Medium,Left,False,False,False,True,False,1
44264,19,Male,6,Healthcare,8215,Good,High,Average,1,Yes,21.0,Associate Degree,Married,1,Mid,Medium,80.0,No,No,No,Good,Very High,Stayed,False,False,True,False,False,0
56484,56,Female,6,Media,6797,Fair,High,Below Average,1,Yes,25.0,High School,Married,0,Entry,Small,53.0,No,No,Yes,Good,Medium,Left,False,False,False,True,False,1
51936,54,Female,1,Finance,7880,Good,High,Average,1,No,84.0,Master's Degree,Married,3,Entry,Medium,13.0,No,No,No,Excellent,Low,Left,False,False,False,False,False,1
20265,37,Female,18,Education,5433,Fair,High,Average,0,No,68.0,Bachelor's Degree,Single,3,Mid,Large,44.0,No,No,No,Poor,Very High,Left,False,False,False,True,False,1
57446,26,Female,18,Finance,7535,Good,High,Below Average,0,No,9.0,High School,Married,1,Entry,Medium,61.0,No,No,No,Poor,Medium,Left,False,False,True,True,False,1
26952,40,Male,3,Education,3466,Good,Very High,Average,0,Yes,50.0,High School,Married,2,Mid,Small,40.0,No,No,No,Excellent,Medium,Stayed,False,False,False,False,False,0
28223,55,Male,31,Education,4641,Excellent,Very High,Average,1,Yes,71.0,Master's Degree,Single,1,Entry,Medium,95.0,No,No,Yes,Poor,Low,Left,False,False,False,True,False,1
5441,23,Female,5,Finance,7655,Excellent,Medium,Average,3,No,53.0,Associate Degree,Divorced,2,Entry,Medium,6.0,No,Yes,No,Poor,Medium,Left,False,False,False,True,False,1
68392,34,Male,11,Healthcare,6537,Fair,Very High,Below Average,1,No,13.0,Bachelor's Degree,Married,3,Senior,Medium,37.0,No,No,No,Excellent,Medium,Stayed,False,False,False,True,False,0
49544,58,Female,7,Technology,11027,Good,Low,Average,1,No,28.0,Bachelor's Degree,Single,0,Mid,Large,48.0,No,No,No,Good,High,Left,False,False,False,True,False,1
43553,35,Female,2,Education,3864,Good,Medium,Average,0,No,95.0,High School,Single,0,Mid,Small,79.0,No,No,No,Good,Low,Left,False,False,False,True,False,1
24808,56,Female,16,Healthcare,7901,Good,Low,Average,0,No,60.0,Associate Degree,Divorced,0,Entry,Medium,37.0,No,Yes,Yes,Poor,Medium,Stayed,False,False,False,True,False,0
72257,56,Male,15,Healthcare,6576,Fair,Medium,Below Average,0,No,47.0,Bachelor's Degree,Married,3,Mid,Medium,36.0,No,No,No,Good,Medium,Left,False,False,False,True,False,1
3346,19,Female,6,Media,6618,Fair,Very High,Average,0,Yes,86.0,Master's Degree,Single,0,Mid,Medium,12.0,No,No,No,Good,High,Left,False,False,True,True,False,1
68957,57,Female,24,Education,5174,Excellent,Very High,Average,2,No,47.0,Bachelor's Degree,Married,6,Entry,Large,36.0,No,No,No,Good,Medium,Stayed,False,False,False,True,False,0
2770,54,Male,45,Media,5187,Fair,Medium,Average,0,No,86.0,Master's Degree,Married,1,Mid,Small,87.0,No,No,Yes,Good,High,Left,False,False,True,True,False,1
44551,51,Female,18,Healthcare,6568,Poor,Low,Average,2,No,73.0,Associate Degree,Divorced,4,Mid,Medium,50.0,No,No,No,Good,Medium,Stayed,False,False,False,True,False,0
39588,42,Male,3,Technology,8489,Fair,High,Below Average,1,No,51.0,High School,Single,2,Mid,Medium,57.0,Yes,No,No,Poor,High,Left,False,False,False,True,False,1
11228,26,Male,14,Healthcare,6876,Excellent,High,Average,2,Yes,66.0,Associate Degree,Single,1,Mid,Large,46.0,No,No,Yes,Fair,Low,Stayed,False,False,True,True,False,0
67312,43,Male,30,Finance,11900,Fair,High,Average,1,Yes,69.0,Associate Degree,Single,3,Mid,Medium,91.0,No,No,No,Good,Low,Left,False,False,True,True,False,1
65803,58,Male,49,Education,4506,Fair,High,Below Average,3,No,21.0,Associate Degree,Married,1,Entry,Medium,88.0,No,No,No,Good,Very High,Stayed,False,False,True,True,False,0
12012,32,Male,5,Healthcare,8740,Fair,High,Average,2,No,87.0,Bachelor's Degree,Single,0,Entry,Small,59.0,No,No,No,Good,Low,Left,False,False,False,False,False,1
8361,33,Female,22,Healthcare,8439,Good,Low,Low,2,No,49.0,Master's Degree,Married,2,Entry,Small,95.0,No,No,No,Poor,Low,Left,False,False,True,True,False,1
8630,51,Male,12,Technology,8476,Good,Medium,Average,2,No,69.0,High School,Single,1,Mid,Small,76.0,Yes,No,No,Excellent,Low,Stayed,False,False,False,True,False,0
25400,32,Male,18,Technology,8652,Fair,High,Average,0,No,97.0,High School,Single,2,Entry,Small,94.0,No,No,No,Good,High,Left,False,False,False,True,False,1
13417,38,Female,29,Healthcare,8747,Excellent,High,High,1,No,50.0,Master's Degree,Married,1,Entry,Medium,31.0,Yes,No,No,Fair,High,Stayed,False,False,True,True,False,0
23071,28,Male,12,Healthcare,6943,Good,Very High,Average,3,No,95.0,High School,Single,4,Entry,Small,85.0,No,No,No,Good,Low,Left,False,False,False,True,False,1
62018,53,Female,15,Technology,7380,Good,Low,Average,0,Yes,55.0,Bachelor's Degree,Married,0,Mid,Small,93.0,Yes,No,Yes,Good,Low,Stayed,False,False,False,True,False,0
14779,55,Male,28,Healthcare,9043,Fair,High,Below Average,2,No,87.0,Bachelor's Degree,Single,0,Mid,Small,31.0,No,No,No,Good,High,Stayed,False,False,False,True,False,0
70145,27,Female,16,Technology,9150,Excellent,High,Average,3,No,24.0,High School,Single,3,Senior,Medium,19.0,No,No,Yes,Poor,Medium,Stayed,False,False,True,True,False,0
64867,44,Male,14,Media,6073,Good,Very High,Below Average,1,Yes,89.0,High School,Single,1,Mid,Medium,45.0,No,No,No,Good,Low,Left,False,False,False,True,False,1
35078,25,Female,2,Finance,6878,Good,Low,Average,1,No,33.0,Bachelor's Degree,Single,1,Mid,Medium,37.0,No,No,No,Good,Low,Stayed,False,False,False,True,False,0
72108,42,Male,10,Education,3615,Excellent,Very High,Average,0,No,11.0,High School,Married,3,Entry,Large,70.0,No,No,No,Fair,Low,Left,False,False,False,True,False,1
62636,27,Female,19,Technology,10664,Fair,High,Average,0,No,74.0,PhD,Married,2,Entry,Large,94.0,No,No,No,Good,Low,Left,False,False,True,True,False,1
30402,45,Male,29,Healthcare,8581,Good,High,Average,0,No,26.0,High School,Single,1,Mid,Large,43.0,No,No,Yes,Good,Low,Stayed,False,False,False,True,False,0
11538,51,Female,35,Education,4444,Fair,Very High,Average,1,No,5.0,Bachelor's Degree,Single,0,Senior,Large,42.0,No,No,Yes,Good,Low,Stayed,False,False,False,True,False,0
69064,41,Male,27,Healthcare,8435,Poor,High,Average,1,No,72.0,Associate Degree,Single,0,Mid,Small,76.0,No,No,Yes,Excellent,Low,Left,False,False,False,True,False,1
65778,46,Male,8,Technology,8282,Good,Medium,Average,2,No,38.0,PhD,Married,3,Mid,Large,14.0,No,No,Yes,Fair,Medium,Stayed,False,False,False,True,False,0
41683,22,Female,3,Healthcare,7338,Good,High,Average,1,Yes,69.0,Master's Degree,Divorced,4,Entry,Large,61.0,No,No,No,Poor,Low,Stayed,False,False,False,True,False,0
32354,28,Female,8,Technology,8664,Good,Very High,Average,0,No,83.0,Master's Degree,Married,4,Entry,Medium,65.0,No,No,No,Good,Low,Stayed,False,False,False,True,False,0
38719,45,Male,3,Media,5768,Fair,High,High,1,No,42.0,Bachelor's Degree,Married,4,Entry,Small,79.0,No,No,No,Fair,High,Stayed,False,False,False,True,False,0
53992,28,Female,7,Healthcare,8496,Poor,High,Average,0,No,63.0,Associate Degree,Divorced,1,Senior,Large,11.0,No,No,No,Poor,Low,Left,False,False,False,True,False,1
57499,27,Male,6,Education,4883,Fair,Low,Average,1,No,39.0,Master's Degree,Married,3,Mid,Large,49.0,No,No,No,Poor,Low,Stayed,False,False,False,True,False,0
71297,43,Male,15,Technology,10229,Good,Very High,Average,2,No,98.0,PhD,Single,1,Mid,Medium,36.0,No,No,No,Good,Very High,Stayed,False,False,False,True,False,0
36951,34,Male,13,Healthcare,7471,Good,Medium,Average,0,No,50.0,Associate Degree,Married,1,Mid,Medium,22.0,No,Yes,No,Good,High,Stayed,False,False,False,True,False,0
23827,39,Female,4,Technology,8513,Good,Medium,Average,2,Yes,49.0,Associate Degree,Married,1,Senior,Large,52.0,No,No,No,Good,Low,Stayed,False,False,False,False,False,0
16552,39,Male,18,Healthcare,7944,Poor,Low,Below Average,1,No,25.0,High School,Single,2,Entry,Large,37.0,No,No,No,Poor,High,Left,False,False,False,True,False,1
27004,34,Female,13,Education,4536,Fair,Very High,Average,2,No,31.0,High School,Single,3,Entry,Large,46.0,No,No,No,Fair,High,Left,False,False,False,True,False,1
56932,56,Male,15,Education,3020,Good,High,Average,0,No,63.0,Associate Degree,Married,6,Mid,Medium,77.0,No,No,No,Good,Low,Stayed,False,False,False,True,False,0
30597,57,Male,23,Healthcare,7584,Good,High,Below Average,1,Yes,81.0,Bachelor's Degree,Married,1,Entry,Small,82.0,Yes,No,No,Poor,Low,Left,False,False,False,True,False,1
18196,41,Male,27,Finance,9287,Good,High,Average,2,No,4.0,High School,Single,0,Entry,Small,81.0,No,No,No,Fair,Low,Left,False,False,False,True,False,1
61631,56,Female,6,Education,4295,Good,High,High,0,No,37.0,High School,Married,1,Senior,Large,30.0,No,No,No,Good,Very High,Stayed,False,False,False,True,False,0
13116,47,Male,3,Education,3269,Good,Low,Average,0,No,41.0,High School,Single,0,Senior,Medium,48.0,No,No,Yes,Good,High,Left,False,False,False,False,False,1
31183,19,Female,7,Media,6162,Poor,Very High,Average,2,No,32.0,PhD,Married,5,Mid,Medium,17.0,No,No,No,Good,Low,Stayed,False,False,True,True,False,0
74386,34,Male,10,Finance,6941,Good,High,Average,0,No,95.0,PhD,Married,0,Entry,Large,87.0,Yes,No,No,Good,Medium,Stayed,False,False,False,True,False,0
69772,19,Male,6,Media,6134,Good,High,Average,0,No,5.0,Master's Degree,Divorced,1,Mid,Large,36.0,Yes,No,Yes,Fair,Medium,Stayed,False,False,True,True,False,0
51220,41,Male,14,Healthcare,9352,Excellent,Low,Average,1,No,30.0,Associate Degree,Single,2,Entry,Small,58.0,No,No,No,Poor,Low,Left,False,False,False,True,False,1
12200,44,Female,1,Media,6283,Good,Low,Average,0,No,87.0,Bachelor's Degree,Married,4,Entry,Small,67.0,No,No,No,Good,Low,Left,False,False,False,True,False,1
36381,39,Male,6,Finance,7095,Good,Medium,Average,0,No,88.0,Associate Degree,Single,1,Senior,Medium,35.0,No,No,No,Good,High,Stayed,False,False,False,True,False,0
44457,56,Male,21,Technology,9349,Good,Low,Average,4,No,15.0,Bachelor's Degree,Married,0,Entry,Small,66.0,Yes,No,No,Poor,Medium,Stayed,False,False,False,True,False,0
34995,35,Male,18,Healthcare,10249,Poor,High,High,0,No,63.0,Associate Degree,Single,1,Mid,Medium,21.0,No,No,No,Good,Low,Left,False,False,False,True,False,1
1369,27,Female,12,Education,4479,Good,High,Average,0,No,24.0,Associate Degree,Married,5,Entry,Large,23.0,Yes,No,No,Good,Low,Stayed,False,False,False,True,False,0
72939,21,Male,7,Media,5422,Good,Very High,Average,1,Yes,81.0,Associate Degree,Single,1,Entry,Medium,80.0,No,No,No,Excellent,Medium,Left,False,False,False,False,False,1
68817,55,Male,15,Education,2858,Excellent,Medium,Below Average,1,Yes,23.0,Bachelor's Degree,Single,5,Entry,Small,22.0,Yes,No,Yes,Fair,High,Stayed,False,False,False,True,False,0
68101,34,Female,20,Healthcare,8640,Excellent,High,Average,2,No,56.0,High School,Married,2,Entry,Small,36.0,No,No,No,Good,Low,Left,False,False,False,True,False,1
12656,36,Male,26,Technology,10089,Poor,Low,Average,1,Yes,41.0,Bachelor's Degree,Divorced,0,Mid,Medium,98.0,No,No,Yes,Poor,Medium,Left,False,False,True,True,False,1
19145,40,Male,14,Healthcare,7395,Good,Medium,Average,0,No,89.0,High School,Married,5,Entry,Medium,84.0,No,No,No,Poor,High,Stayed,False,False,False,True,False,0
32397,33,Female,3,Media,6246,Fair,High,Low,2,No,47.0,Master's Degree,Married,0,Entry,Small,34.0,No,No,No,Poor,Low,Left,False,False,False,False,False,1
25260,20,Male,5,Media,5446,Fair,High,Average,2,Yes,10.0,Associate Degree,Married,0,Mid,Small,18.0,No,Yes,No,Good,Low,Left,False,False,False,True,False,1
19888,36,Female,25,Education,4171,Poor,Medium,Below Average,1,No,7.0,Bachelor's Degree,Single,0,Entry,Medium,82.0,Yes,No,Yes,Fair,Low,Left,False,False,True,True,False,1
16632,32,Female,24,Healthcare,10594,Good,Very High,High,2,Yes,39.0,Master's Degree,Single,2,Mid,Small,75.0,No,No,No,Poor,Low,Left,False,False,True,True,False,1
24272,30,Female,14,Media,5957,Good,Very High,Average,2,Yes,52.0,Master's Degree,Married,0,Senior,Small,37.0,Yes,No,No,Good,High,Stayed,False,False,False,True,False,0
44197,52,Male,1,Finance,7090,Fair,High,Average,0,Yes,10.0,Bachelor's Degree,Single,4,Entry,Medium,16.0,No,No,No,Poor,Low,Left,False,False,False,False,False,1
67200,58,Male,9,Technology,7715,Good,High,Average,0,No,92.0,Master's Degree,Single,3,Senior,Medium,67.0,No,No,No,Poor,Low,Left,False,False,False,True,False,1
34709,59,Female,25,Healthcare,7229,Good,High,Below Average,0,Yes,33.0,High School,Single,4,Entry,Medium,63.0,No,No,No,Poor,Low,Left,False,False,False,True,False,1
61355,55,Female,27,Healthcare,7123,Fair,High,Average,0,No,98.0,High School,Single,1,Senior,Medium,30.0,No,No,No,Good,High,Stayed,False,False,False,True,False,0
13428,53,Male,25,Technology,6845,Good,Low,Average,2,No,88.0,Bachelor's Degree,Divorced,2,Entry,Small,76.0,No,No,No,Good,Medium,Left,False,False,False,True,False,1
8680,48,Male,34,Technology,7361,Good,Very High,Below Average,0,No,56.0,Bachelor's Degree,Single,1,Mid,Large,63.0,No,No,No,Fair,Low,Stayed,False,False,False,True,False,0
71673,21,Female,8,Technology,9269,Good,Low,Average,2,No,27.0,Associate Degree,Single,0,Entry,Small,73.0,No,No,No,Good,Medium,Left,False,False,True,True,False,1
1375,18,Female,5,Media,5464,Fair,High,Average,0,No,70.0,Associate Degree,Single,3,Entry,Small,82.0,No,No,No,Good,Low,Left,False,False,True,True,False,1
53950,20,Male,12,Education,4495,Good,Very High,Below Average,0,Yes,49.0,High School,Single,0,Mid,Medium,19.0,No,No,No,Fair,Low,Stayed,False,False,True,True,False,0
28393,42,Male,6,Technology,10909,Good,Very High,Average,0,No,5.0,Associate Degree,Single,5,Mid,Large,71.0,No,No,No,Fair,High,Stayed,False,False,False,False,False,0
11871,23,Male,7,Healthcare,7460,Fair,High,Average,0,Yes,37.0,Associate Degree,Single,2,Mid,Medium,54.0,No,No,Yes,Good,Medium,Left,False,False,False,True,False,1
12156,46,Male,34,Education,6185,Fair,High,Average,2,Yes,6.0,Master's Degree,Single,0,Mid,Medium,90.0,No,No,No,Good,High,Left,False,False,True,True,False,1
25461,34,Female,19,Technology,8545,Fair,High,Average,0,No,21.0,High School,Single,3,Entry,Medium,63.0,No,Yes,No,Good,Medium,Left,False,False,False,True,False,1
72889,40,Female,12,Education,3692,Fair,High,Average,0,No,14.0,Associate Degree,Divorced,4,Mid,Medium,36.0,No,No,No,Good,Medium,Stayed,False,False,False,True,False,0
37489,24,Female,10,Media,5628,Excellent,Medium,Average,2,No,17.0,Bachelor's Degree,Single,1,Senior,Medium,84.0,No,No,No,Good,Very High,Stayed,False,False,False,True,False,0
1873,43,Male,26,Education,3229,Good,Very High,Average,1,Yes,76.0,Master's Degree,Married,1,Mid,Medium,81.0,No,No,No,Poor,High,Stayed,False,False,False,True,False,0
35501,43,Female,6,Healthcare,7474,Fair,Very High,Average,0,No,31.0,Bachelor's Degree,Married,0,Entry,Medium,25.0,No,Yes,No,Good,High,Left,False,False,False,True,False,1
48667,56,Male,24,Technology,9345,Good,High,Average,1,Yes,53.0,PhD,Married,0,Entry,Medium,88.0,No,No,No,Poor,Low,Stayed,False,False,False,True,False,0
20930,37,Female,5,Education,3988,Poor,High,High,3,Yes,9.0,Associate Degree,Married,0,Entry,Medium,83.0,No,No,No,Good,High,Stayed,False,False,False,True,False,0
46113,20,Female,9,Education,5558,Good,Low,Low,1,Yes,94.0,PhD,Divorced,0,Entry,Medium,31.0,No,No,No,Poor,High,Stayed,False,False,True,True,False,0
23044,30,Male,4,Technology,6693,Good,High,Below Average,3,Yes,36.0,Master's Degree,Single,0,Mid,Medium,77.0,No,No,No,Good,Medium,Left,False,False,False,True,False,1
33832,44,Male,30,Healthcare,7632,Excellent,High,High,0,No,6.0,Master's Degree,Married,4,Entry,Small,98.0,No,No,No,Poor,Low,Left,False,False,False,True,False,1
11283,44,Male,31,Technology,9442,Excellent,Very High,High,3,No,61.0,PhD,Divorced,2,Mid,Large,38.0,Yes,No,No,Good,High,Stayed,False,False,True,True,False,0
31561,37,Male,10,Healthcare,8126,Fair,Low,Average,1,No,54.0,Associate Degree,Divorced,1,Entry,Medium,36.0,Yes,No,Yes,Good,Medium,Stayed,False,False,False,True,False,0
64589,37,Male,29,Media,6535,Good,High,Average,2,No,84.0,PhD,Married,4,Entry,Small,49.0,No,No,No,Good,Medium,Stayed,False,False,True,True,False,0
23235,55,Male,7,Media,5607,Good,Very High,Average,1,Yes,36.0,Bachelor's Degree,Married,1,Entry,Medium,21.0,No,No,No,Good,Medium,Stayed,False,False,False,True,False,0
58470,39,Female,17,Technology,9047,Fair,High,Low,2,No,92.0,Bachelor's Degree,Divorced,0,Entry,Small,20.0,No,No,Yes,Good,Medium,Stayed,False,False,False,True,False,0
64407,59,Female,12,Education,5154,Poor,High,Average,2,Yes,16.0,Bachelor's Degree,Divorced,2,Entry,Small,60.0,No,No,No,Good,Low,Left,False,False,False,True,False,1
19649,36,Male,20,Media,6335,Poor,Medium,Average,0,Yes,71.0,Bachelor's Degree,Married,0,Mid,Medium,37.0,No,No,No,Good,Medium,Left,False,False,False,True,False,1
40321,53,Male,27,Education,2959,Poor,Low,Average,0,No,48.0,Associate Degree,Single,0,Mid,Large,70.0,No,Yes,No,Good,Medium,Left,False,False,False,True,False,1
66006,58,Male,5,Media,6231,Fair,Medium,Average,1,Yes,50.0,Master's Degree,Single,2,Senior,Large,16.0,No,No,No,Poor,High,Left,False,False,False,True,False,1
48955,55,Female,18,Healthcare,8650,Excellent,High,Below Average,1,Yes,76.0,Bachelor's Degree,Divorced,1,Mid,Large,82.0,No,No,No,Fair,Low,Left,False,False,False,True,False,1
50646,31,Male,9,Education,4761,Fair,High,Average,0,No,42.0,Bachelor's Degree,Married,3,Entry,Large,55.0,No,No,No,Excellent,Medium,Stayed,False,False,False,True,False,0
18133,40,Female,15,Healthcare,7657,Good,High,Average,1,No,66.0,Associate Degree,Married,0,Entry,Small,53.0,Yes,No,Yes,Excellent,Very High,Stayed,False,False,False,True,False,0
69037,26,Female,16,Healthcare,9084,Excellent,Very High,High,0,No,25.0,Bachelor's Degree,Single,3,Mid,Medium,86.0,No,No,No,Fair,Low,Stayed,False,False,True,True,False,0
2832,39,Male,24,Healthcare,7118,Poor,Medium,Average,0,Yes,17.0,Master's Degree,Married,0,Entry,Small,59.0,No,No,No,Excellent,Low,Left,False,False,False,True,False,1
6229,23,Male,2,Technology,7222,Poor,High,Average,0,No,5.0,Associate Degree,Single,2,Senior,Medium,62.0,No,No,No,Good,High,Left,False,False,False,True,False,1
60638,43,Female,20,Media,6070,Excellent,Very High,Below Average,0,Yes,73.0,Master's Degree,Single,1,Entry,Small,89.0,No,No,No,Poor,Low,Left,False,False,False,True,False,1
48050,20,Male,4,Education,4664,Excellent,Very High,Below Average,0,Yes,36.0,Bachelor's Degree,Married,4,Mid,Large,23.0,No,No,No,Fair,Medium,Left,False,False,False,True,False,1
43962,39,Female,25,Media,6116,Fair,High,Average,1,No,67.0,Master's Degree,Single,4,Senior,Medium,59.0,No,No,Yes,Good,Medium,Stayed,False,False,False,True,False,0
23493,48,Female,31,Education,5325,Good,High,Average,0,No,82.0,Associate Degree,Single,0,Entry,Small,83.0,Yes,No,No,Poor,High,Left,False,False,False,True,False,1
50875,34,Female,15,Education,3100,Good,High,Average,2,No,25.0,Bachelor's Degree,Married,1,Entry,Medium,73.0,No,No,No,Fair,Low,Left,False,False,False,True,False,1
15773,49,Female,6,Healthcare,8843,Excellent,Very High,High,0,No,25.0,High School,Single,2,Entry,Medium,62.0,Yes,No,No,Excellent,Medium,Stayed,False,False,False,False,False,0
63493,27,Male,10,Technology,10958,Good,Very High,Average,0,No,56.0,Associate Degree,Single,1,Entry,Medium,22.0,Yes,No,No,Fair,Low,Stayed,False,False,False,True,False,0
42077,56,Female,43,Technology,10774,Poor,Very High,Average,2,No,94.0,Associate Degree,Married,4,Mid,Large,64.0,No,No,No,Good,Medium,Left,False,False,True,True,False,1
12739,28,Female,5,Healthcare,7970,Excellent,High,Average,0,Yes,73.0,Master's Degree,Married,0,Mid,Medium,39.0,No,No,Yes,Good,Low,Stayed,False,False,False,True,False,0
11686,55,Male,41,Healthcare,7523,Good,Low,Average,1,Yes,96.0,Associate Degree,Single,1,Mid,Large,43.0,No,No,No,Good,Low,Left,False,False,False,True,False,1
35197,36,Female,17,Media,6172,Poor,High,High,2,No,44.0,Master's Degree,Married,0,Entry,Medium,53.0,Yes,No,No,Poor,Low,Stayed,False,False,False,True,False,0
41704,46,Female,13,Finance,11226,Good,High,Average,0,No,42.0,Associate Degree,Single,0,Mid,Small,61.0,No,No,No,Good,High,Left,False,False,False,True,False,1
60773,46,Male,12,Healthcare,8092,Good,Medium,Average,0,Yes,59.0,Master's Degree,Married,0,Senior,Small,51.0,No,No,No,Poor,Very High,Stayed,False,False,False,True,False,0
26239,28,Female,11,Media,6225,Fair,High,Average,1,No,43.0,High School,Married,5,Senior,Medium,16.0,Yes,No,No,Poor,Low,Stayed,False,False,False,True,False,0
57220,36,Male,13,Education,4838,Good,Very High,High,1,No,40.0,Associate Degree,Married,4,Entry,Medium,31.0,No,No,No,Good,Low,Stayed,False,False,False,True,False,0
46135,49,Female,16,Education,4578,Fair,High,Average,1,No,50.0,PhD,Single,0,Entry,Small,60.0,Yes,No,No,Good,High,Stayed,False,False,False,True,False,0
22448,23,Male,3,Technology,8809,Fair,Very High,High,2,Yes,2.0,Associate Degree,Single,3,Entry,Small,42.0,No,No,No,Fair,Low,Left,False,False,False,False,False,1
22046,27,Male,12,Education,4192,Good,High,Low,0,Yes,76.0,Master's Degree,Single,1,Senior,Large,56.0,No,Yes,No,Good,Low,Left,False,False,False,True,False,1
24586,52,Male,29,Technology,8850,Excellent,Medium,Average,2,No,14.0,PhD,Single,1,Mid,Medium,30.0,No,No,Yes,Fair,Medium,Stayed,False,False,False,True,False,0
34237,39,Male,8,Healthcare,8478,Excellent,Low,Average,2,Yes,89.0,High School,Single,5,Senior,Medium,37.0,No,No,Yes,Good,High,Stayed,False,False,False,True,False,0
62852,46,Male,11,Media,5447,Poor,Medium,Average,3,Yes,62.0,Associate Degree,Married,0,Entry,Large,44.0,No,No,No,Poor,High,Left,False,False,False,True,False,1
